MOD_LAI,RF_LAI,SAI,Nature
0.0,2.527422758022265,0.594413507312301,3.924800055488169
0.0,2.9440541436400025,0.594413507312301,3.9950471309777495
0.0,3.176794436419067,0.594413507312301,3.900356061915263
0.0,3.221365635765134,0.594413507312301,3.876710608130424
0.0,3.22529046405768,0.594413507312301,3.6591337165661617
0.0,3.1881015958208674,0.594413507312301,3.5120278482068708
0.0,3.191873201298396,0.594413507312301,3.4080377079846507
0.0,3.1201023071048257,0.594413507312301,3.4713930959923784
0.0,3.2692742902176555,0.594413507312301,3.882080812425836
0.0,3.2406108029707767,0.594413507312301,4.367123204263617
0.0,3.068583127387616,0.594413507312301,4.705831355128811
0.0,2.9956016852368883,0.594413507312301,4.76421713686054
