GLASS_LAI
0.325
0.35
0.35
0.35
0.4
0.425
0.4
0.4
0.4
0.42499998
0.425
0.45000002
0.45000002
0.5
0.45000002
0.45000002
0.45000002
0.45000002
0.5
0.5
0.55
0.52500004
0.5
0.55
0.5
0.55
0.5
0.5
0.47500002
0.5
0.5
0.45000002
0.4
0.45000002
0.45000002
0.45000002
0.35
0.47500002
0.425
0.425
0.425
0.4
0.45000002
0.45000002
0.45000002
0.4
