GLASS_LAI
0.3
0.4
0.4
0.4
0.4
0.4
0.4
0.4
0.39999896
0.42499948
0.5
0.5249995
0.54999894
0.5749995
0.6999979
0.7
0.7999979
0.8249995
0.84999895
0.87499845
0.89999896
0.9749984
0.949999
0.92499846
0.87499845
0.89999896
0.87499845
0.82499844
0.79999894
0.7249984
0.6749995
0.6749984
0.699999
0.64999896
0.7
0.62499946
0.62499946
0.5249995
0.5249995
0.4749995
0.42499948
0.44999894
0.39999896
0.4
0.4
0.35
