GLASS_LAI
0.42500138
0.47500047
0.37500045
0.37500045
0.4000009
0.37500045
0.4500009
0.57500136
0.62500226
0.6000027
0.80000365
0.9500036
1.1500045
1.3500036
1.725005
1.9500046
2.325005
2.6500056
2.875007
2.9000063
2.9000072
2.8750086
2.7750087
2.7750087
2.8000083
2.6750069
2.7250059
2.7500045
2.6500037
2.5500028
2.4250033
2.3000028
2.1500027
2.0250032
1.9000046
1.7500055
1.6500055
1.4500055
1.3000046
1.0750041
1.1000046
1.0750041
0.9000037
0.80000275
0.7250023
0.6250014
