GLASS_LAI
0.8249997
0.77499896
0.77499896
0.77499896
0.67499965
0.65000004
0.67500037
0.67500037
0.65000004
0.6499993
0.6499993
0.7
0.62500036
0.57500035
0.57499963
0.6
0.6
0.5000007
0.47500035
0.5
0.5
0.5
0.52500033
0.42500037
0.4
0.4
0.42499965
0.37499964
0.4
0.47499967
0.5
0.5249997
0.6
0.6
0.6
0.62500036
0.62500036
0.6
0.6
0.6
0.57499963
0.57499963
0.57499963
0.57499963
0.57499963
0.57499963
