GLASS_LAI
0.5250006
0.52499944
0.55
0.55
0.62499946
0.62499946
0.6749994
0.7249994
0.7249994
0.75
0.8
0.9500012
1.0500011
1.2000023
1.2000023
1.2500023
1.2750018
1.3000011
1.3250006
1.35
1.35
1.4250005
1.3750006
1.3250006
1.3250006
1.3500012
1.2500012
1.2500012
1.1500012
1.1750005
1.2500012
1.1500024
1.0500023
1.0250006
0.9500012
0.8750006
0.9000023
0.7750017
0.72500056
0.7
0.7
0.6250006
0.65000004
0.5750006
0.5
0.5
